title,review,rating,date,developerResponse
뭐가 좋은지 잘 모르겠어요,수익률도 그냥 그렇고... 처음 들어가서 아직도 마이너스 상태고 다른 지표들 다 오를때 제 파운트만 그대로에요 (6개월 이상 지켜봄;;) 리밸런싱 할때도 다 일일이 들어와서 제가 해야되는데 제가 리밸런싱에 대한 선택지도 없으면서 왜 리밸런싱때마다 들어와서 직접 해야하는지 모르겠어요.. 이익에 대한 부분만 수수료 내는 시스템이라 호기심에 한번 해봤는데 솔직히 그 수수료가 낮은 것도 아니고 아직 수익 한번도 플러스 된적 없어서 끝까지 수수료 낼 일 없을수도 있을것 같아요 ^^;;;,1,2020-08-04 00:22:23,"안녕하세요, 고객님 :)
리밸런싱은 국내자문법상 저희가 임의로 진행할 수가 없기 때문에 직접 진행을 해주셔야 합니다.

수익률에 대한 확인과 현재 느끼고 계신 아쉬운 부분을 카카오톡(http://pf.kakao.com/_xcixfWC/chat) 으로 전달해 주시면 자세한 설명과 함께 문제를 해결할 수 있게 노력하겠습니다."
여러 앱들 사용중입니다,불릴레오나 핀트 에임 이루다 등 앱으로 투자하는 여러 어플들 사용하고 있으며 이것보다 마이너스인것도 있지만 기간내 단한번도 플러스 구간이 없었던 앱은 이것뿐이네요 ㅎㅎㅎ 다행히 소액이라서 웃지만 무슨 자산을 관리해준다는건지 ㅋㅋㅋ,1,2021-12-08 03:33:21,"안녕하세요, 르나 고객님 :) 만족스러운 성과를 보여드리지 못해 죄송합니다. 리뷰상의 정보로는 고객님의 포트폴리오를 확인할 수 없어 자세한 상담이 어렵다보니 수익률 관련하여 상세 안내가 필요하신 경우 카카오톡 고객센터로 연락해주시면 감사하겠습니다."
단 한번도 이익이 나는걸 본적이 없음,얼마 안되는 돈으로 먼저 해보고 더 넣으려고 했는데 몇달동안 이익이 나는걸 본적이 없음… 제발 중국 펀드에 넣은게 마음에 안든다고 빼달라고했는데 그건 조정 안된다고 함. 기다렸는데 진심 저게 계속 내려감… 진짜 짜증나 ㅠㅠ 돈 받는것도 뭐 복잡하다고 하니 다운받은거 후회됨,1,2021-08-18 06:39:41,"안녕하세요, yoguurtaa 고객님 :) 수익률과 더불어 중국자산에 대한 문의를 남겨주셨네요. 수익률이 마이너스인 구간을 지나고 있는 상황인만큼 아쉬움과 불안함을 느끼시는 마음에는 같은 투자자의 입장으로서 공감되며 죄송하게 생각합니다. 단기에 특정한 요인으로 수익을 내는 것이 아니라, 다양한 요인으로 인해 변화하는 시장 사이클이 반복될수록 포트폴리오의 성과가 좋아질 수 있게 구성이 되어 있는 만큼 장기적으로는 모두 우상향하지만 상승시점이 다른 자산들로 구성이 되어 있기때문에 단기간 특정 구간에서는 일반적인 지수투자보다 성과가 낮은 것처럼 보일 수 있습니다. 최소 1년 이상의 기간을 지나고 2~3년 이상의 중장기 투자로 갈수록 그 성과가 빛이 날 수 있습니다. 중국과 에너지 관련 자산들은 상승시점에 오름폭이 타 자산에 비해 훨씬 높아 시간을 가지고 투자를 이어나가 주신다면 손실을 회복하고 성과를 만들어 갈 것입니다. 그 외 궁금한 사항이 있다면 앱 내 1:1문의로 해소하시며 장기투자를 이어가주시면 좋을 것 같습니다. "
이 앱을 깔려거든 필독,"한 달 가량 큰 금액은 아니지만 투자라고 생각하고 실행했었고 되도 않는 수익률에 해지를 했더니 입금액에 절반에도 못미치는 금액을 받을 수 있다고 하네요 ㅋㅋㅋㅋ
매번 입금액에 수익률 몇 프로다라고 나오더니 해지하니까 정작 받을 수 있는 것은 입금액에 45% 정도네요.
어째든 해지하고 남은 돈이라도 챙기려하는데 다른 앱을 깔고 인증서를 받아 실행해야지만 출금할 수 있다는 불편함에 다시 한 번 놀랐습니다.",1,2021-02-03 07:17:35,"안녕하세요, Lim778 님 :) 환매대금에 대한 오해가 있으신 것 같네요. 현금으로 보유중인 유동성 자산과 예치금은 환매대금에 포함되지 않습니다. 환매되는 자산과 예치금은 별개로 확인해주셔야 하는데 오인하신듯 합니다. 현재는 증권사 앱을 설치해 출금해주셔야 하지만 조만간 오픈뱅킹을 활용해 파운트 앱 내에서 자체적으로 인출이 가능하도록 개선될 예정인 점 이용에 참고해주세요! 또한 기존에 사용하던 공동인증서 등의 매체가 있다면 별도 인증서를 받급받지 않아도 출금이 가능합니다. 다른 문의사항과 의견은 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 알려주세요."
가입후 온갖 주식관련 전화옴,"어플 리뷰 웬만함 안남기는데 개인정보 어떻게 된거죠? 
매일같이 다른 휴대폰번호로 주식관련 전화 오는거 너무 짜증나네요. (수정) 타사이트 가입한적 한군데도 없고 파운트만 가입했습니다. 탈퇴하니 전화안오네요~",1,2020-11-03 00:12:22,"안녕하세요, jmdutch 고객님 :) 불편을 겪으신 부분에 대해 깊은 유감과 위로의 말씀을 드립니다. 다만 저희는 휴대폰 본인인증으로 가입하는 것 이외 고객님의 정보를 활용한 마케팅 제휴는 전혀 진행하고 있지 않습니다. 저희 서비스와 비슷한 시기에 가입한 타 서비스로 인해 발생하는 이슈일 것으로 판단됩니다. 더 자세한 안내가 필요하실 경우 카카오톡(https://fount.pub/talk)으로 연락을 부탁드리겠습니다."
1년 기다렸는데 -10퍼,"사고나서 한달째 -10퍼되더니 1년동안 그대로네요…리밴런싱도 했는데 오를기미가 없음.. 
그리고 중국주식 사기싫은데 계속 중국주식이 껴있고 중국주식이 수익률 다 까먹어서 수익이 늘어나지 않네요 ,, 그냥 주식이나 하려고요",1,2021-11-09 06:40:00,"안녕하세요, 줘도 못쓰는 적립금 고객님 :) 아쉬운 수익률에 대해 의견을 남겨주셨네요. 만족스러운 성과를 보여드리지 못해 죄송합니다. 중국자산은 올 해 들어 부진한 성과를 기록 중이지만 2019년 한 해 동안 약 41% 수익률을 기록했습니다. 동기간 미국 S&P500보다 훨씬 높은 성과를 낼만큼 변동성이 높긴 하지만 장기의 기대수익률이 큰 항목이기에 포트폴리오 내에 편입이 되어 있습니다. 다만 1년 이상 투자를 했음에도 전체 포트폴리오가 -10%의 수익률을 기록하고 있는 상황이시라면 보다 면밀한 분석이 필요해보입니다. 고객님만 괜찮으시다면 카카오톡 고객센터로 연락해주세요. 내역 확인 후 상세하게 상담을 진행해드리도록 하겠습니다."
별 1개도 과합니다,"방금 해지했어요 
사용자경험 해본다고 100만원 태워봤는데 
어설픈 UI에  실제로는 신한금융투자앱을 깔아야 제대로 된 확인 됩니다. 한마다로 앱두개를 깔아야 AI한테 돈 맡기고요. 어이가 없어서
결국 신한투자금융이 고객유치할려는 수단에 AI만 걸어둔 호갱 몰이용 앱",1,2020-12-04 09:06:25,"안녕하세요, 워죽이네요 고객님 :) 다중 앱 이용에 불편을 끼쳐드려 죄송합니다. 우선 신한금융투자앱을 설치하지 않으시더라도 파운트를 통한 자문서비스를 제공받으실 수 있습니다. 다만 파운트 앱에서는 포트폴리오 구성 완료 후 수익률, 구성 종목, 위험 정도 확인이 가능하며 투자를 하시면서 발생되는 배당금, 그리고 환매 후 출금처리는 신한금융투자 증권사 앱 또는 홈페이지(앱설치X)를 활용해주셔야 하는 부분이 있어 신한금융투자에서 고객을 유치하려는 수단이라는 오해를 하시게 된거 같습니다:) 다소 절차가 복잡하게 느껴지거나 어려워하시는 고객분들의 의견을 모아 파운트 앱 내에서 바로 출금이 가능하도록 서비스를 개편할 예정이니 이용에 참고해주세요!(내년 상반기 업데이트 예정) 그 외 다른 문의사항이 있으신 경우 카카오톡(https://fount.pub/talk)으로 연락주시면 답변드리도록 하겠습니다."
돈이 어디갔는지 모르겠어요,펀드 계좌 개설하고 돈 입금했는데 부족하다고 해서 해지하고 다시 하려고 했는데 다시 안돌려주는 건가요? 1000원밖에 안넣어서 큰 돈은 아니지만 그래도 말도 없이 날아갔다고 생각하니 조금 황당합니다;; 다시 못찾나요?,1,2021-05-24 22:02:36,"안녕하세요, Xodus1235 고객님 :) 돈이 사라진 것 같아 많이 당황스러우셨군요. 파운트에서 제공되는 투자 서비스는 증권사 협력을 통해 이루어지고 있습니다. 고객님의 자산은 증권사 계좌로 입금해주신 것이기 때문에 해당 계좌에 예치된 상태로 남아있으며 파운트와의 계약만 해지된 상태입니다. 원하는 계좌로의 이체는 증권사 앱을 통해 가능한 점 이용에 참고해주세요! 보다 상세한 안내가 필요하실 경우 파운트 카카오톡 센터로 연락주시길 바랍니다."
문의,"어플 깔고 시작하려고 보니 ""개인정보 제3자 제공에 동의한 것으로 간주"" 라고 쓰여 있던데 뭔가요? 어플 가입 후에 주식 관련 연락 엄청 온다는 어떤분 작성글 답변에는 아닌것처럼 쓰셨던데 정확한 답변 부탁드려요",1,2020-11-08 19:26:56,"안녕하세요, 아레스 76 고객님 :)
먼저, 개인정보에 대한 부분은 안심하셔도 좋습니다.
제3자 정보제공이 발생할 수 있는 항목은 증권사, 한국예탁결제원, 코스콤 등 거래에 필요한 기관과 금융감독원, 금융투자협회와 같은 감독기관 입니다.

파운트 서비스는 투자 자문서비스이기 때문에 필수로 제공이 되어야 하는 항목이 있어 제3자 정보제공 동의를 받고 있으나, 그 외로 고객분들의 정보를 외부로 전달하지 않습니다."
수익이 너무 안나요,"같은 기간에 가입한 카카오페이는 15%가까이 수익이 났는데 파운트는 제자리에 해지해보려고 보니 수수료 빼면 오히려 마이너스라 빼지도 못하고 
ㅡㅡ^ 
카카오페이펀드 할껄 괜히 여기 넣었네 ...",1,2021-07-22 09:24:50,다양한 요인으로 인해 변화하는 시장 사이클이 반복될수록 포트폴리오의 성과가 좋아질 수 있게 구성이 되어 있습니다. 권장되는 투자운용기간에 따라 그에 맞는 변동성을 가지고 성과를 추구해 나가도록 운용하고 있으니 성향에 맞는 투자기간을 확보해주시면 감사하겠습니다. 수익률 관련 상담 또는 앱 이용 사항은 카카오톡 고객센터(앱 내 '1:1 문의사항')로 연락주시면 최대한 빠르게 안내드리겠습니다.
수수료가 엄청나군요,일반 펀드 회사도 3%이상의 수수료는 거의 못본거같은데 이어플은 수수료가 10~15%나 되는 이유가 만가요? 해외 주식 익덱스etf도 수수료가 0.04%이며 현제 엄청난 수익을 자랑하는 ARK 투자도 0.65%인데 자산규모 면에서 안전성에비해서도 자는 납득 할수없는 수수료네요,1,2021-01-24 04:44:24,"안녕하세요, 에딧M 고객님 :)

말씀해주신 펀드사의 수수료는 원금기준 3%를 말씀하시는 것이고, 파운트의 수수료는 수익금의 15%이기 때문에 비교 기준을 동일하게 변경하여 설명드리면, 일반적인 파운트 중립형 목표수익률인 7% 가량의 수익이 날 경우 수수료는 1.05%가 됩니다.

실제로는 3%와 파운트 1%로 비교를 해주시는 것이 더 정확하며, ARK 상품들은 특정 테마에 투자하는 상품들이기 때문에 변동성관리가 되는 포트폴리오가 아니지만, 저희는 자산배분을 통해 변동성관리를 하는 상품이기 때문에 일반적인 ETF와 운용방식이 다르기 때문에 수수료 기준도 다르다고 봐주시면 됩니다 ㅎ
 다른 문의사항, 개선 요청 사항이 있다면 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 연락을 남겨주세요!"
해지환불 처리 빨리해주세요,"해지 신청한지 3주가 지나가도록 환불처리가 진행이 안되고있네요.
개인통장으로 환불 처리가 안되고, 신한알파앱으로만 가능하다고 하는데 아무것도 확인되는게 없습니다
언제쯤 환불처리 해주나요 
빨리 좀 처리해주세요",1,2021-01-30 06:04:26,"안녕하세요, hg0000 고객님 :)
국내에서 거래되는 해외펀드의 경우 매도에 최대9영업일 정도가 소요되게 됩니다.

다만, 리뷰 상에 남겨주신 내용만으로는 정확한 확인이 어렵기 때문에 카카오톡(http://pf.kakao.com/_xcixfWC/chat)으로 연락주시면 최대한 빠르게 해결해드리겠습니다.. 또한 연금이나 장시간 이전에 해지를 진행하신 경우에는 신한금융투자측으로 별도 환매신청을 진행해주셔야 하는 점 이용에 참고해주세요!"
5개월째 이용 중 > -18% 이게 뭐니?,"무슨 인공지능이 이렇게 개떡이니? 플러스는 한번도 나지 않고 계속 떨어지니? 니들 돈 아니라고 우습니? 잘좀해라, 욕 나온다!!!",1,2022-05-11 23:47:30,"안녕하세요, Phone 12 Pro Max 언제? 고객님 :) 만족스러운 성과를 제공해드리지 못해 죄송합니다. 다만 파운트의 인공지능은 언제 어떤 상황에서도 모든 위험을 없애 손실을 0%로 만드는 것은 아닙니다. 전체 금융시장에 미치는 위험은 피하기 어려운 점 양해를 구합니다. 고객님의 포트폴리오에 수익이 나지 않으면 파운트에서 성과보수를 수취하지 않는 것과 같이 파운트에서는 고객님의 입장과 고객님의 수익을 최우선으로 두고 있습니다. 고객님이 잘돼야 파운트도  성과를 얻을 수 있는 시스템인 만큼 방어에 힘쓰며 시장이 회복되는 대로 다시 성과를 만들어가도록 하겠습니다."
원래 이런건가요..?,펀드를 처음해보는데 계속 떨어지기만 하고 오를 생각조차 안하는 데..저 원금 보존이 다 중요하다고 생각한다고 체크했는데 이미 원금 보존이 안되고 있는데 원래 처음엔 이런건가요..?,1,2021-09-25 15:09:40,"안녕하세요, ㅅㄱㅇ1 고객님 :) 투자상품 특성상 안정형으로 포트폴리오를 구성하더라도 시장 변동성의 영향을 받기에 투자리스크가 발생되는 점 유의하여 투자를 진행해주시길 바랍니다. 만약 높은 수익을 추구할 수록 그에 따른 투자 리스크가 존재하며 원금이 보장되길 원하시는 경우 파운트에서 제공해드리는 상품 이외에 은행 예적금을 활용해주시는 것이 더 적합하실 수 있습니다. 모든 포트폴리오는 투자성향에 따른 변동성을 지니며 적정 투자기간을 확보하여 주시면 그에 맞는 목표 수익률을 추구해가고 있으니 최소 1년 이상의 투자를 권장해드립니다. 보다 자세한 상담을 원하시는 경우 파운트 카카오톡 고객센터로 연락해주세요!"
버그 해결을 해주셔야 시작하죠 ㅠ,맨처음 투자성향분석? 할때 스크롤이 아래로 안내려가서 앱을 쓸수가 없어요,1,2021-12-13 14:02:26,"안녕하세요, 슈퍼팬짱짱 고객님 :) 이용에 불편을 드려 죄송합니다. 현재도 앱 이용에 불편이 있으신 경우 카카오톡 고객센터로 연락을 부탁드립니다. 상세히 확인하여 조치를 취하도록 하겠습니다."
로그인 아이디 입력칸 부족,"로그인을 메일주소로 하게 해 놓고 칸을 부족하게 해 놓아서 아이디 입력이 안됩니다. 아이폰 앱 개발이 제대로 된건가요? 
안드로이드 앱 설치한 동료 추천으로 투자해보려고 앱 설치했는데 로그인도 못하네요",1,2019-02-28 12:17:42,고객님 불편을 드려 죄송합니다. 혹시 이메일 주소를 정확하게 입력하신게 맞으신지요? 해당내용에 관해 더 자세한 안내는 MK파운트 상담센터(1833-4656) 혹은https://pf.kakao.com/_xcixfWC 카카오 플러스 1:1 문의를 통해 받으실 수 있습니다. 더욱더 편리한 자산관리 앱이 되도록 노력하겠습니다!
공격형 포트폴리오 수익률 0.99%,"월 적립형으로 오늘로 300일째
수익률 0.99%
은행보다 못하네요
포트폴리오를 중립으로 바꿔야하나
다른분들은 어떤지 궁금하네요",1,2021-11-25 00:54:54,"안녕하세요, 킴쾅쿤 고객님 :) 의견을 남겨주셔서 감사드립니다. 이벤트의 경우 파운트를 믿고 투자를 진행해주시는 고객님들께 감사한 마음을 담아 추가납입 계획이 있다면 커피 한잔도 같이 하시라는 의미에서 진행되고 있습니다. 포트폴리오는 권장되는 투자운용기간에 따라 그에 맞는 변동성을 가지고 성과를 추구해 나가도록 운용하는 만큼 권장되는 투자기간을 확보하여주신다면 그에 맞는 만족스러운 성과를 만들어가도록 하겠습니다! 투자상담 또는 이용 문의, 리뷰에 남겨주신 내용 외 다른 의견이 더 있으시다면 카카오톡 고객센터(앱 내 '1:1 문의하기')로 연락해주세요. 최대한 반영하도록 하겠습니다."
