title,review,rating,date,developerResponse
앱만든사람누굽니까,진짜 토할것 같은 앱이네요 왜 저한테 이따위 어플을 광고해서 호기심을 자극하고 스트레스받게 만드나요?? 알아서 다 해 줄것처럼 하더니 계좌개설과 입금까지는 자유롭고 출금과정이 정말 미친듯이 복잡하네요 덕분에 오늘 하루 날리고 돈도 많이 쓰고 수수료도 많이 씁니다 번창하세요,1,2019-11-12 06:18:19,"안녕하세요, 고객님. 핀트 고객센터입니다. 기존 답변에 업데이트 드립니다. 최근 핀트 “입출금” 기능이 개선되었습니다! 은행 “입출금 계좌’를 등록해주시면, 핀트 앱 내에서 직접 간편하게 입금할 수 있습니다. 출금의 경우, 핀트 투자 계좌를 KB증권으로 사용해주시면 “핀트 앱 내에서 모든 출금” 처리가 가능합니다. (다만, 대신증권은 2020년 초에 제공될 예정입니다.) 이미 서비스를 떠나셨다면 아쉽지만, 추후에 재사용을 고려하신다면 위 내용 참고 부탁드립니다. 감사합니다. "
알고리즘 보려고 모의투자만 6개월차,"1년 동안 알고리즘 한번 느껴보려고 모의투자 설정 전부 기본으로 해놓고 6개월차인데, 코스피 2200에 시작해서 1440을 찍고 다시 2100이 넘었는데 아직도 -6%라는 놀라운 수익률을 기록중. 올해 -40%를 찍고온 내 계좌도 지금 플러스가 나있는데... 아주 놀라운 알고리즘이 탑재되어있음.",1,2020-06-28 19:03:30,"안녕하세요, 핀트 고객센터입니다. 핀트 투자는 글로벌 자산배분을 추구하며, 주식/채권/원자재 등 고른 자산군의 ETF에 분산투자하여 포트폴리오의 '위험대비 수익성'에 집중하는 투자 전략을 가지고 있습니다. 이에 특정 1개 지수와의 단순 비교는 성격 상 맞지 않으며, 운용 전략 상 KOSPI(최근 6개월간 약 -2.87%)보다는 S&P(최근 6개월간 약 -6.86%)의 영향이 큼을 이해하여 주시기 바랍니다. 항상 고객님의 자산을 소중히 여기고, 더 나은 운용 전략을 위해 힘쓰겠습니다. 감사합니다."
그냥 적금하세요,"왜 평이 좋은지는 모르겠지만 6개월동안 만원 까먹었네요
그냥 경험했다~ 생각하고 계약해지했습니다
무슨 인공지능이 투자한다고 하는데 카카오페이보다 못한것같아요
목돈 불릴목적이면 그냥 적금이 나을것같아요",1,2022-06-13 10:02:58,"안녕하세요, 핀트 입니다. 핀트 투자는 글로벌 자산배분을 추구하며, 고른 자산군의 ETF에 분산투자 하고 있습니다. 투자 과정은 시장 추종이 기본이 되기에, 증시의 등락에서 크게 벗어나기 어려운데요. 연초부터 변동성 장세가 이어지고 있으며 최근 주요증시가 스태그플레이션 및 자이언트 스텝 우려에 의해 큰 폭의 하락을 기록하며 미국 3대 지수 모두 연중 최저점을 기록하였습니다. 시장을 추종하는 핀트 투자 역시 이러한 영향에서 완전히 벗어나긴 어려우나 포트폴리오 구성의 안정성에 최대한 집중하며 데이터를 통해 마켓타이밍과 종목에 대한 선택과 집중을 동적으로 대응하여 시장 상황에 맞게 자산 재조정을 해 나아가고 있습니다. 이에 시장의 하락대비 방어를 하면서 운용되고 있으며, 핀트 투자를 통해 다시 만나뵙길 바라겠습니다. 감사합니다."
비밀번호 만들기 어려워서 못하겠습니다,"대신 정책인지 모르겠지만 해볼려다가 비밀번호 계속 안되고 처음부터 새로 입력해야 하고 해서 가상키보드도 굉장히 느리고 오타나고 짜증나서 서비스에 접근을 못하겠네요. ㅜ 
좋은 서비스라고는 생각합니다.",1,2020-04-26 10:03:36,"안녕하세요, 핀트 고객센터입니다. 먼저, 저희 핀트 서비스에 관심 갖고 이용해 주셔서 감사합니다. 대신증권 계좌개설 중, 비밀번호 설정에 어려움 겪고 계신 것 같은데요. 이용이 조금 불편하더라도 대신증권의 보안 정책 등에 의한 부분으로 이해해 주시면 감사하겠습니다. 조금 더 구체적인 기술적 어려움에 대해, 당사 고객센터로 전달 주시면, 대신증권 담당 부서에 전달하도록 하겠습니다.  핀트 서비스에 관련한 긍정적 리뷰 감사드립니다. :)  "
신분증 인증 욕 나오네요!!!,"신분증 인증 시 자동으로 인식 한다는데 계속 빛 반사 정면 어둡다 등등!!!!
10분 넘게 장소 불빛 등 조절해도 안되니 열만 받았네요!!! 화딱지 이서 바로 삭제함!!!
그리고 고객센터 전화해서 다른 방법이나 해결책을 요청했는데 다른 방법이 없다고 함!",1,2020-04-16 02:27:16,"안녕하세요, 핀트 고객센터입니다. 우선 이용에 불편을 겪으신 점에 대해 사과 드립니다. 핀트 투자 전 진행되는 증권사 계좌개설은 고객 보호/보안 등을 위해 신분증 인증을 필요로 하는데요. 모든 과정이 비대면으로만 이뤄지는 서비스 특성상 그 기준이 다소 타이트한 점이 있습니다만, 안전한 인증을 위한 목적으로 이해해 주시면 감사하겠습니다. 앞으로 더 원활한 촬영이 가능하도록 저희도 담당 업체 등과 함께 기술적인 부분에 대해 지속 검토하도록 하겠습니다. 감사합니다."
매일매일 마이너스만....ㅠ,빨간 숫자는 언제 볼 수 있는거죠? 계속 파란 숫자(마이너스)만 나오네요... 중장기로 두고 보라는데 결국 “0원”이 될꺼 같네요. 너무 기대해서 큰 실망중입니다 ㅠ,1,2021-02-26 05:51:21,"안녕하세요, 핀트 고객센터입니다. 성과가 만족스럽지 못 하신 것 같아 안타까운데요. 핀트 투자는 글로벌 자산 배분에 집중한 중위험-중수익 특성의 투자 서비스로 투자 전략의 특성 상 단기 대응보다는 중장기 대응에 초점을 두고 있으며, 중장기적으로 꾸준한 수익을 쌓아나가는 것을 목표로 하고 있습니다. 단기적인 수익률 보다는 긴 호흡으로 함께해 주시면 감사하겠습니다. 혹시 이용 중 문의사항 및 제안의견은 당사 고객센터(1644-8880)로 연락 주시기 바랍니다. 감사합니다."
매도 하지않고 일시 정지 기능...,"투자 일시정지를 할경우 갖고있는 주식을 모두 매도 하게되는데 내가 따로 구매해놓은 주식도 함께 매도되기때문에 정지를할 수 없고 인공지능이 내주식을 언제 팔지 모르게 불안해야하는 점  개선 부탁드립니다 

일시정지가 말그대로 그냥 그대로 정지 하는기능을 만들고 따로 전부 매도 하는기능을 만들어주시면 좋을것 같습니다",1,2020-08-31 08:44:25,"안녕하세요, 핀트 고객센터입니다. 핀트 서비스의 ""일시중지"" 기능 관련하여 문의 주셨는데요. 우선, 핀트의 ""투자 일시중지"" 기능은 전략적으로 운용을 잠시 멈추시고 투자금을 현금화 시키신 후 판단 하에 다시 핀트 운용을 재개하실 수 있는 기능입니다. 이어서, 핀트는 일임계약을 맺고 고객님의 자산을 ""대신"" 운용 해드리는 서비스입니다. 핀트 서비스로 직접 주식 거래를 하시는 경우, 운용 로직에 충돌이 일어나 정상적인 운용이 어렵습니다. 말씀주신 것 처럼, 매수하신 종목은 저희 운용 로직에 의해 모두 매도하게 되는데요. 계약을 맺으신 동안에는 개인거래를 반드시 피해주시기 바랍니다. 감사합니다. "
과장없이 말한다,"140일간 1000만원 넣어둠
투자 성향 공격적으로 해둠
뭐 요즘 코로나 때문에 사건사고가 많아 불안정인건 알겠는데 이율은 고사하고 마이너스임

걍 연금저축 그런걸로 몇년 묵혀두는게 나을듯",1,2020-10-26 14:34:49,"안녕하세요, 핀트 고객센터입니다. 핀트서비스를 믿고 큰 금액을 투자해 주셨는데 글로벌 증시의 혼조세 속에 수익률이 기대하신 수준에 못 미치는 것 같아 안타까운 마음입니다.  “아이작 달러” 투자의 경우는 최근 원/달러 환율의 하락으로 원화환산 수익률에 영향을 주고 있는데여, 글로벌 자산배분을 하는 핀트 투자 특성 상 단기 대응보다는 중장기 대응에, 특정 테마 추종보다는 자산배분에 집중하고 있어 장기 투자를 하실수록 손실 확률은 점점 줄어듭니다. 연금의 성격으로 장기간 투자를 고려하고 계신다면 조금 더 긴 호흡으로 지켜봐 주셨으면 좋겠습니다. 언제든지 어렵거나 불편하신 점이 있으실 경우 당사 고객센터(1644-8880)로 연락 주시기 바랍니다. 감사합니다."
3월초에 하락 이후,"오늘 부로 총 -110만원이네요ㅋㅋㅋ
지난번 최대 낙폭 이후로 이럴때 추가납입하여 물타기 하는건 어떠냐고 푸쉬 메세지 와서 그렇게 했는데...매번 하는 얘기라곤 추매 더 해라 밖에 없고..
마켓 시그널이 당분간 우하향인데도 계속 더 납입하라는 메세지는 왜 보내세요??",1,2020-03-12 14:43:39,"안녕하세요, 핀트 고객센터입니다. 우선, 저희 핀트 서비스를 이용해 주셔서 감사합니다. 게다가, 대만족 하시면서 핀트를 이용하고 계시다니 정말 기쁩니다. 핀트는 비대면 일임계좌 개설 진행 후 일임 계약을 맺으실 수 있는데요. 증권사의 비대면 계좌개설 절차는 국내 국적이며 국내 거주 중인 성인(개인) 한해서 가능합니다. 이 점 양해 하셔서 핀트 이용에 참고 부탁드립니다. 감사합니다. "
입금 안 된 줄 알고 여러번 눌렀더니 자동으로 입금되네요..,한 화면에 한번만 입금할 수 있어야 되는 거 아닌가요? 버튼 세번 눌렀다고 세번 입금 되는 시스템은 반드시 수정하시면 좋겠습니다. 로딩이 느린 줄 알고 눌렀는데 돈은 다 빠져나가고 출금하려면 수수료 붙네요...원하는 종목 투자도 할 수 있었으면 좋겠어요.,1,2020-07-29 05:52:37,"안녕하세요, 핀트 고객센터입니다. 언급하신 시스템 이슈는 수정/개선하였습니다. 개선 이전 그러한 상황을 겪으신 것에 대해 사과 드립니다. 다만, 출금시 별도의 이체(출금) 수수료를 부과하지는 않으니 이에 대해서는 확인하여 주시기 바랍니다. (핀트의 간편 입출금은 '수수료 무료'의 정책으로 운영 중입니다)
""원하는 종목 투자""에 대해서는 운용지시에 대한 기능 고민시 참고될 수 있도록 관련팀에 전달하도록 하겠습니다. 감사합니다. 
"
결과적으로,"매주 5만원씩 돈은뽑아가는데 
이제 백단위가까이 돈이있음에도 불구하고
지난 몇개월동안 단한번도 +로 이득본적없고 
현재 -만 있네요 속상합니다",1,2022-05-09 04:15:01,"안녕하세요, 핀트 입니다. 핀트서비스를 믿고 투자해 주셨는데 수익률이 좋지 않아 안타까운 마음입니다. 핀트 투자는 ‘글로벌 ETF 자산배분’ 전략을 중심으로, 주식/채권/원자재 등 자산군에 분산투자하게 되는데요. 이러한 전략 특성 상 해당 자산군들의 시장 흐름을 어느 정도 따를 수 밖에 없으며, 단기적인 증시 움직임 등에 영향을 받게 됩니다. 현재 전세계 증시가 우크라이나 전쟁의 장기화 , 미국의 스태그플레이션 우려, 중국의 도시봉쇄 등으로 하락한 상태에서 반등을 하지 못 하고 있으며, 투자는 시장 추종이 기본이기에 최근 하락 시점에 시작하셨다면 단기적으로 손실이 발생할 수도 있습니다. 대표 투자 자산인 주식과 채권만 놓고 볼 때, 연초 이후 S&P500이 12%, 나스닥 지수가 20%나 하락했습니다. 시장금리에 투자하는 채권도 10% 하락했습니다. 핀트는 단기 대응보다는 중장기 대응에 초점을 두고 있으며, 중장기적으로 꾸준한 수익을 쌓아나가는 것을 목표로 하고있습니다. 현재 AI 엔진 아이작은 시장의 상황을 객관적으로 판단하고 변동성을 최소화하며 대응하고 있습니다. 또한 변동성이 커진 만큼 특정 자산에 치우치지 않도록 밸런스 있는 포트폴리오를 유지하면서 운용될 예정으로 아이작의 판단 및 운용에 동의 되신다면 조금 더 장기적인 시각에서 지켜봐 주시길 바라겠습니다. 추가 문의나 소중한 의견 있으시면 언제든지 당사 고객센터(1644-8880)로 연락 주시기 바랍니다. 감사합니다."
..,제가 직접매수한게 있어도 저절로 매도주문하고 fint에서 운영하는지 몰랐네요ㅠ 하루전날 이렇게 될거 미리 전화주셨으면 좋았을텐데 하필 매도도 최저가때 매도 하셔서 아침부터 손실이 휴 ㅠ...,1,2021-04-23 02:17:46,"안녕하세요, 핀트 고객센터입니다. 핀트운용중인 계좌에서의 직접 매매 관련하여 문의 주셨는데요. 핀트 투자는 투자 일임계약에 따라 계좌 전체 자산을 시스템 운용하기에, 같은 계좌에서 주식 등을 직접 매매하시는 경우 핀트 투자의 운용과 충돌이 발생하며 매수한 종목을 매도 할 수 있습니다. 이에 운용중인 계좌에서 직접 매매를 하시면 안되며, 직접매매 이슈 발생계좌에 대해서는 문자를 통해 안내 드리고 있습니다. 시스템상 자동매도 되기에 매도시점이나 가격은 알기가 어려운데요. 직접거래를 원하시는 경우 증권사 앱을 통해 신규 계좌개설 후 이용해 주시기 바라고요. 혹시 추가 문의사항 있으시면 핀트 고객센터(1644-8880)로 문의하여 주시기 바랍니다."
가입싴청하였다가 신규투자신청에서 실패라고나와서,가입을할때 신규투자 가입할려구하면 자꾸만 인증실패라고나오내요 무슨 제정보를 캘려구하는건지 계좌번호 전화번호 개인정보 동의다하고 가입햇더니만 신규투자 진행이 안돼고 의심스럽습니다  바로 탈퇴했네요,1,2020-07-22 06:51:00,"안녕하세요, 핀트 고객센터입니다. 먼저 서비스 이용에 불편 겪으신 점 죄송합니다. 우선 남겨주신 내용만으로는 유저 정보 및 계좌를 특정할 수 없어 상세 확인이 어려운데요. 자세한 상황 확인을 위해 당사 고객센터(1644-8880)로 연락 주시면, 고객님의 이력 확인을 통해 이슈 해결 도움 드리도록 하겠습니다. 이용 중 어려우신 점, 불편하신 점 있으실 경우 언제든지 당사 고객센터(1644-8880)로 연락 주시기 바랍니다. 감사합니다. "
문자인증 왜 안되나요ㅡㅡ,"평소에 잘 되다가 갑자기 인증해야된다고 해서 하는데
마지막에 문자인증이 계속 안되네요ㅡㅡ
문자인증 몇십번짼데 고객센터에 전화해봐도 껐다 다시해봐라 이런 초등학생도 할법한 얘기나 하고 있고....",1,2021-07-30 13:17:03,"안녕하세요. 핀트 고객센터 입니다. 먼저 이용에 불편을 드려 죄송합니다. 일반적으로 휴대폰 상 이슈의 경우 전원OFF>ON으로 해결되는 경우가 있어 그렇게 안내드린 것 같은데요. 결과적으로는 원활하게 처리 되지 못 한 것 같습니다. 앱이 업데이트 되면서 보안을 위해 기존 소셜계정 로그인에서 휴대폰 보안인증으로 변경되었는데요. 일부 IOS 이용 고객의 본인 인증 과정에서 일부 문자인증이 원활하게 되지 않아 진행이 안되는 현상이 있어 현재 확인중에 있습니다. 이용에 불편을 드린 점 다시 한번 죄송스럽게 생각하오며, 해당 현상에 대해 확인되는대로 앱 리뷰를 통해 다시 안내 드리겠습니다. 이용 중 불편사항이나 의견 있으시면 언제든지 핀트 고객센터(1644-8880)로 연락 주시기 바랍니다.  "
진짜 최악..,계약을 해지하고나면 증권계좌에서 돈을 인출하는 과정이 너무 복잡하네요.. 돈 넣을땐 굉장히 쉽습니다; 하지만 해지하면 나몰라라 그냥 알아서해 느낌이 너무 쌔네요.. 복잡한거 싫어하시면 하지마세요 이런 리뷰 정말 스마트폰쓰고 처음써보네요 최악입니다,1,2019-11-29 05:47:42,"안녕하세요, 핀트 고객센터입니다. 저희 핀트 서비스를 이용해 주시고, 리뷰를 남겨주셔서 감사합니다. 우선, 출금절차로 불편 겪으시게 된 점 사과드립니다. 현재 입출금은 은행 및 증권사의 고유업무로 라이선스 이슈가 있습니다. 연내, 핀트 앱 내에서 직접 입출금 가능하도록 준비중에 있습니다. 다만, 현재는 해당 기능 제공이 불가합니다. 더 편리한 서비스를 제공 할 수있게 노력하겠습니다. 감사합니다. "
