reviewId,content,score,at,replyContent
ac19eb4a-216c-4cf4-a035-528f5c5c4cb2,투자하기 굉장히 투명하고 포트폴리오도 공개해주셔서 여타 투자어플보다 신뢰성이 높아서 좋습니다! 실제로 투자 성과도 좋아 기분이 좋습니다 불릴레오 화이팅!,5,2021-09-17 13:21:31,"안녕하세요. 한인석님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
c3ff27a1-6c94-4716-a6dc-92b515b7e709,"1년정도 사용하고 있습니다. 3가지 전략(사계절, 애프터, 경제위기)에 투자하고 있고 원화 기준 5%(달러 8%) 정도 플러스입니다. 수수료 떼면 큰 이익은 아니지만 시장 상황 브리핑, 투명한 운영 전략, 편의성을 생각해 자문을 연장할까 합니다.",5,2021-07-24 20:26:29,"안녕하세요. Kwang Yeol Seo님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
af48ecde-c256-4a9b-a65a-b7af03981e09,원하는 포트폴리오를 선택할 수 있다는 점. 포트폴리오가 사람의 통찰과 기계의 냉정함이 완벽하게 어우러지는 점. 불릴레오에 반한 이유.,5,2021-10-18 10:08:25,"안녕하세요. 전태훈님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
c51c8dee-cbeb-4334-89b8-6ee7000b1244,안정적으로 투자시작하기 좋은것같아요. 피드백도 매우 빠르고요! 좋은 앱 만들어쥬셔서 감사합니다~,5,2021-04-14 09:09:02,"안녕하세요. 김송이님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
c39d2faa-48c2-498f-bb68-cea476f6d257,요즘 업데이트할때마다 기능도 추가되고 ui도 좋아지는거같네요.투자도 만족하면서 잘 사용하고 있습니다. 시나리오 많이 만들어주세요~~~,5,2020-06-25 23:56:41,안녕하세요. Young Jae Jeon님 불릴레오 입니다. 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림.
ba7e8b69-7d9f-4f44-8707-a666aba49f9c,다양한 정보와 관리가 잘되는 투자앱 입니다. 운좋은 시기에 들어가 딱맞는 자문으로 현재 60%의 수익을 내고있네요!^^ 최고의 앱입니다.,5,2021-09-16 10:45:19,"안녕하세요. YO아들뭐해님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
50fc3a6b-53cc-40f9-8c7a-1bee58ae6299,최악.. 괜히 투자했다가 sp500만 사도 수익인걸 그린라이트는 -30 -40되는걸 손절치는... 모든 투자 통틀어 최악의 경험 하고 갑니다,1,2021-06-03 22:54:02,"안녕하세요. lee Ck님, 불릴레오입니다. 우선 서비스 이용에 만족을 드리지 못한 점 대단히 죄송합니다. 다만 각 시나리오들은 투자전략과 리스크 관리를 위한 세부 알고리즘에 차이가 있으며 불릴레오에서는 자산 배분 외에도 투자 전략의 배분을 통해 총 자산의 변동성을 낮추실 것을 권장 드리고 있습니다. 총 자산 중 위험 자산 및 공격성이 높은 특정 시나리오의 비중이 높을 경우 투자 기간 중 변동성이 커질 수 있고 이는 감내 가능한 손실 및 자산 가치 변동 범위를 초과할 개연성이 높기 때문입니다. 불릴레오에서는 보다 고객님의 투자성향에 적합한 서비스를 이용하실 수 있도록 노력하겠습니다. 감사합니다. 팀 불릴레오 드림."
6c3405d9-e732-48ba-b44c-3515ca66a07a,악재가 지속되고 있다지만 6달 동안 +를 한번도 보지못한 훌륭한 앱 망설이지 말고 빨리 투자하세요! 좋은 정보도 같이 드립니다.,3,2020-11-25 02:37:21,"안녕하세요. SS H님, 불릴레오입니다. 우선 좋은 성과로 보답 드리지 못한 점과 서비스 이용에 불편을 드리게 되어 죄송합니다. 보다 좋은 결과로 찾아뵐 수 있도록 노력하겠습니다. 더불어 투자전략 및 운용에 관련한 문의가 있으실 경우 앱 내 문의하기 혹은 support@boolileo.com으로 문의주시면 자세한 안내 도와드리도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
8c5857a8-14b0-45d4-9d7c-a6625114864d,잘사용하고있어요 금일 리바운드 시나리오 청산됐는데. 청산된시나리오도 볼수있게 목록 만드는건 어떨까요. 목록에서 사라져서 나중에 무슨시나리오로 몇프로 얼마 벌었는지 확인하기좋을것 같은데오,5,2020-08-26 09:13:19,안녕하세요. 지창님 불릴레오입니다. 불릴레오가 발전할 수 있는 방향으로 소중한 의견 주셔서 감사합니다. 해당 요청사항이 향후 반영될 수 있도록 유관부서에서 기능개발에 힘쓰도록 하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 노력하겠습니다. 감사합니다. 팀 불릴레오 드림.
4c30edb3-92e3-49e8-965b-0f5987446983,10~21시 외에도 매수 지시할 수 있도록 예약 매수 기능이 생겼으면 좋겠습니다.,4,2021-05-11 00:04:19,"안녕하세요. 루룰롤루님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 주문과 관련된 기능은 연계 증권사와 협업을 통해 개발되어야 하는 사항으로 보다 좋은 여건에서 서비스를 이용하실 수 있도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
711af3c6-142b-4f3a-af34-3bee9f7d2b74,깔끔하게 잘 만들었네요 ! 무엇보다 시나리오 투자컨셉에 기반한 투자라면 주린이도 쉽게 시작할 수 있겠는데.. 투자좀 한다는 분들의 투자컨셉도 참고해 볼 수 있겠네요~ 기대됩니다~ ㅎㅎ,5,2019-12-21 14:07:01,"안녕하세요, 문성근 님. 불릴레오 입니다. 소중한 의견 감사드립니다. 다양한 시나리오들을 통해 최고의 투자 기회를 고객님께 제공해드리도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
3e36df57-5f8c-4a1e-afb8-87300208ed71,아직 시작한지 얼마안됨. 이런 투자첨이라 설렘. 문의 답변은 칼같이와서 만족. 추가투자 생각 있음. 장기간 유지해볼 생각. 별점은 나중에 또 남길예정.,5,2020-04-22 14:09:19,안녕하세요. 어처어처우님 불릴레오입니다. 앞으로도 더 좋은 서비스와 다양한 전략들을 제공할 수 있도록 노력하겠습니다. 감사합니다. 팀 불릴레오 드림.
85ebdd39-edde-43a2-be04-952cebc0acfc,장이 좋아서도였겠지만 수익이 10프로 이상나는 상품이 흔치 않은데 목표 수익률이 나서 좋네요,5,2021-08-17 12:50:44,"안녕하세요. Gloria Lee님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
934133c6-3a1b-4a7b-a5dd-c4f97b0b3e82,"최고의 퀀트 전략 플랫폼이 되길 기대합니다. 앞으로 추가될 여러 전략들, 시나리오들도 기대됩니다.",5,2020-01-26 14:35:01,"안녕하세요, 탱이 님. 불릴레오 입니다. 소중한 의견 감사드립니다. 최고의 시나리오와 전략들을 통해 다양한 투자기회를 제공해드리도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
ad73bfec-038d-4225-83b4-9dfc211edfe9,전문가가 투자해주는게맞나요? 자산관리자 정보는없나요? 매도매수타이밍이 너무 생각과반대로 가는것같아요. 러시아사태를 감안해도 투자방식이 이해가안가네요. 리밸런싱하고나면 기술주대첩인데왜 채권만사나요 종목에 기술주없는건 뭐죠,1,2022-05-29 18:08:17,"안녕하세요. 4 AM님, 불릴레오입니다. 우선 서비스 이용에 만족을 드리지 못한 점 대단히 죄송합니다. 다만 불릴레오의 각 시나리오들은 투자전략과 리스크 관리를 위한 세부 알고리즘에 차이가 있으며 불릴레오는 사전에 설계한 알고리즘을 토대로 성과 검증을 통한 목표 성과에 도달하기 위해 최선을 다하고 있습니다. 이용 중 궁금하신 점은 불릴레오 앱 내 문의하기를 통해 말씀 주시면 자세한 안내 도와드리겠습니다. 감사합니다. 팀 불릴레오 드림."
3ff0888a-1f85-4a13-a29c-aa8ed860a9c1,파운트와 비교해볼라고 설치했는데 투자원금이 500만원부터 시작이라 부담되어 삭제하였습니다. 처음부터 너무 쎈거 같아요. 십만원 단위로 잘 불리나 보고 더 들어갈지 뺄지 결정하려고 했거든요.,1,2021-02-23 18:08:11,"안녕하세요. 안알려줌님, 불릴레오입니다. 불릴레오는 다양한 시나리오를 제공해드리고 있으며 최소 투자금액은 시나리오별로 약간씩 상이한 점 안내드립니다. 향후 보다 다양한 상품 출시를 통해 서비스 사용이 용이하도록 개선해 나가겠습니다. 궁금하신 점은 앱 내 문의하기 및 support@boolileo.com을 통해 말씀주시면 1영업일 내외로 안내 도와드리겠습니다. 감사합니다. 팀 불릴레오 드림."
5647d609-d4a7-4caa-ab18-e9d25e7cf7fd,매도 완료한 3개의 시나리오 중에서 2개 시나리오 수익이 나쁘지 않았네요.~ 현재 툭자하고 있는 시나리오도 잘 관리 부탁드립니다. :),5,2021-06-15 14:04:58,"안녕하세요. Joon Kang님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
c00eaee0-666e-4c03-9b33-707cf289db22,"수익률, 안정성 , 편의성 에임>>>>>>>>>>>>>불릴레오=손투자 입니다 그린라이트 100만원 날아가고 다른건 막10퍼였다가 며칠지나면 마이너스.. 걍 유망한 etf 몇개 골라서 가지고있는게 나을거같아요 에임으로번거 불릴로 까먹었습니다^^",1,2021-06-12 19:54:26,"안녕하세요. Egoist님, 불릴레오입니다. 우선 서비스 이용에 만족을 드리지 못한 점 대단히 죄송합니다. 다만 각 시나리오들은 투자전략과 리스크 관리를 위한 세부 알고리즘에 차이가 있으며 불릴레오에서는 자산 배분 외에도 투자 전략의 배분을 통해 총 자산의 변동성을 낮추실 것을 권장 드리고 있습니다. 총 자산 중 위험 자산 및 공격성이 높은 특정 시나리오의 비중이 높을 경우 투자 기간 중 변동성이 커질 수 있고 이는 감내 가능한 손실 및 자산 가치 변동 범위를 초과할 개연성이 높기 때문입니다. 불릴레오에서는 보다 고객님의 투자성향에 적합한 서비스를 이용하실 수 있도록 노력하겠습니다. 감사합니다. 팀 불릴레오 드림."
eada9862-3527-4d35-9e8e-56236206122f,큰 수익은 안나지만 안정적으로 마음편히 투자 할수 있습니다. 직접투자도 하지만 스트레스가 많네요. 불릴레오 비중을 늘리는 것을 고려중입니다.,5,2021-02-25 09:48:11,"안녕하세요. DH Jo님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
5bb18049-3d89-4b1f-9a87-075bb355ac30,갤럭시 s8 사용 유저 입니다. 앱 실행시 로딩 상태에서 다음으로 넘어가지 않습니다,3,2020-05-13 22:11:55,안녕하세요. Changsik Choi님 불릴레오입니다. 우선 이용에 불편을 드려 다시 한 번 죄송합니다. 불릴레오 안드로이드 1.3.11 버전 업데이트 진행 후에도 해당 오류가 지속되고 있으실 경우 support@boolileo.com로 문의부탁드리며 원활한 서비스 제공을 위해 신속한 개선조치를 진행하겠습니다. 감사합니다. 팀 불릴레오 드림.
cb5da276-3e0f-4812-91ec-f752fea4927c,아 정말 좋은데 말로 표현할수가 없네~ 써 보시면 압니다! ㅋㅋ,5,2021-05-20 11:24:31,"안녕하세요. 이재근님, 불릴레오입니다. 고객님의 소중한 의견 감사드립니다. 최고의 시나리오와 투자전략들을 통해 다양한 투자기회를 제공해드리도록 노력하겠습니다. 더불어 고객님의 투자가 성공적인 도전이 될 수 있도록 최선을 다해 서포트하는 불릴레오가 되도록 하겠습니다. 감사합니다. 팀 불릴레오 드림."
5437369e-3e2f-43cf-a7b1-9c75ca4b6683,발칙한 경제 팟케스트 잘 들었습니다. 정말 필요한 전문가가 우리나라엔 없다니 안타깝습니다.,5,2020-02-06 22:09:02,"안녕하세요, 김용형 님. 불릴레오 입니다. 응원 감사합니다. 불릴레오 앱에서 전문가들이 구현하는 전략들을 계속해서 담아 낼 수 있도록하겠습니다. 감사합니다. 팀 불릴레오 드림."
4fc6c231-8fe2-45d4-8033-98211c20986a,"대표에 대한 신뢰감으로 처음 투자를 진행했음. 사실 운용하는데 모든 결정권한은 대표가 가지고있다는 사실에 대해서, 사람이라 매번 최선의 판단이 아닐 가능성도 있다고 생각함. 투자한지 1년이 넘었으나, S&P 및 한국증시는 계속 오르는 이러한 시기에도 사실 아직도 마이너스 수익률(달러헷지 감안)을 기록한 것에대해서는 결론적으로 매우 속상함. 이러한 수익률 마이너스에 대해서 연장하기위해서는 또 년단위 추가결제를 해야하는상황임. 유사앱들에 비해 보수적으로 운영하기 때문에 방어적으로 좋을 수있으나, 폭발적인 수익을 기대하기는 어려울수도있음. 결국 재테크에 있어서 좋은 앱이란, 편리함보다는 수익이되어야하는 앱아닐까 고민하게 만드는 앱.",4,2021-01-26 20:52:11,"안녕하세요. Star님, 불릴레오입니다. 고객님의 소중한 의견 감사드리며 좋은 성과로 보답 드리지 못한 점에 대하여 불릴레오 팀 일동 모두 송구스럽게 생각하고 있습니다. 더욱 섬세한 투자전략의 수립과 알고리즘의 고도화를 통해 향후 보다 좋은 결과로 찾아뵐 수 있도록 노력하겠습니다. 문의사항은 언제든지 앱 내 문의하기 및 support@boolileo.com으로 문의주시면 자세한 안내 도와드리겠습니다. 감사합니다. 팀 불릴레오 드림."
5cceee38-e15f-4c29-b9fe-317844c90339,잘쓰고 있긴한데 급하게 돈이 필요해서 중도 해지할려 하는데 도대체가 언제 되는건가요 헤지 요청하고 2주가 지났는데 주문할 내역에 매도만 떠있고 뭐 어떡해 해여할지 모르겠네요.. 해지신청은 접수 된건가요 ..?ㅡ 자문내역을 확인하고 청산주문을 진행 하라는데 뭘 어떡해 하란건지 전혀 모르겠어요,3,2020-05-26 01:04:27,안녕하세요. 오냐.님 불릴레오입니다. 말씀주신 단계에서는 보내드린 매도주문에 대하여 고객님께서 승인을 진행해주시면 포트폴리오가 매도 진행될 예정입니다. 최초 매수하실 때와 동일한 방법으로 승인만 진행해주시면 절차가 진행되오니 참고 부탁드리며 자세한 안내사항은 앱 내 문의하기 및 support@boolileo.com으로 이메일문의 주시면 친절하게 안내 도와드리겠습니다. 감사합니다. 팀 불릴레오 드림.
