title,review,rating,date,developerResponse
투자 열심히 해보겠습니다 ㅎㅎ,투자를 하기 위해서는 증권사 방문해서 계좌 계설하고 HTS 다운받고.. 절차가 되게 복잡하다고만 생각했습니다. 인공지능이 자동으로 투자를 해준다는건 생각도 못했었는데 핀트에서 온라인 투자일임 서비스를 최초로 출시했다는 소식을 듣고 접하게 되었습니다. 핀테크 어워즈에서 성장상도 수상했다고 해서 더 믿음이 가네요.. 한 달 정도 이용해봤는데 확실히 좋은것 같습니다. 제 투자 성향에 따라서 투자도 가능하고 무엇보다 모의투자를 해보고 실제 투자를 할수 있다는 점에서 핀트를 이용해보기로 마음먹었습니다. 앞으로 꾸준히 이용해보겠습니다.,5,2019-11-18 08:42:31,"안녕하세요, 핀트 고객센터입니다. 저희 핀트 서비스를 관심갖고 이용 해 주셔서, 후기를 남겨 주셔서 감사합니다. 🙇‍♀️ 🙇‍♂️  핀트의 ""모의투자""기능은 실제 증권사 계좌개설이나 투자일임계약 없이 가상의 투자금액으로도 실제와 동일한 핀트 투자 경험이 가능합니다. 앞으로도 꾸준한 이용 부탁드려요! 🎉 "
업데이트,업데이트 후에 제일 처음에 나오던 오늘 얼마를 벌었는지 나오는 투자소식이 엄청 뒤로 물러났네요 어플을 켜고 두번정도 항목을 지나야지만 볼 수 있는데 좀 불편해요..,5,2021-07-27 04:22:22,안녕하세요. 핀트 고객센터 입니다. 업데이트 된 앱이 아직까지는 익숙하지 않아 불편을 느끼실 수 있을텐데요. 앱 업데이트 된지 얼마 안 된 만큼 조금 더 이용해 보시길 바라고요. 고객님 주신 의견을 포함하여 여러 고객님들의 의견을 반영하여 보다 편리한 앱을 제공할 수 있도록 노력 하겠습니다. 이용 중 문의사항이나 소중한 의견 있으시면 핀트 고객센터(1644-8880)로 연락 주시기 바랍니다. 감사합니다. 
좋아요,"장기적으로 투자오래하면 이득볼거같긴하네요
조금씩 오르락 내리락하는데 생각보다 큰 이변은 없고...소액보단 고액으로 하는게 맘더편할듯싶네요
여기서 손해많이보신다는분들 손으로 직접주식하시면 더손해보실텐데;;; 앱도 보기편하긴한데
제가 입금을 얼마했는지 출금을 총 얼마햇는지 따로 볼수있는부분이 생기면 좋을듯싶네요 완전 따로볼수있는부분은 없는거같아서요",5,2020-11-16 07:56:27,"안녕하세요, 핀트 고객센터입니다.핀트 서비스를 이용해 주셔서 감사합니다. 핀트 투자의 최소운용금액은 20만원이나 글로벌 자산 배분을 통한 다양한 포트폴리오 구성을 위해 50만원 이상의 투자 금액을 권장 드리고 있어 해당 금액 이상 투자하실 경우 포트폴리오의 해상도가 높아 질 수 있습니다. 추가로 남겨주신 소중한 의견은 관련 팀에 공유하여 핀트 서비스 개선에 참고 되도록 하겠습니다. 혹시, 이용 중 문의사항 및 제안 의견은 당사 고객센터(1644-8880)로 연락 주시기 바랍니다. 감사합니다."
수익률이 괜찮네요!,"제가 투자하고 있는 것보다 낫네요.
한가지 팁을 드리자면
사람들이 평점 낮게 주고 욕할 때에 돈을 넣으시면
수익률이 올라갈 가능성이 높아집니다.
“인간지표” 라고 하죠 ㅎㅎ",5,2020-06-26 07:31:07,"안녕하세요, 핀트 고객센터입니다. 우선, 저희 핀트 서비스를 이용해 주셔서 감사합니다. 앞으로도 건강한 투자 생활을 이어가실 수 있도록 개선된 핀트 서비스를 제공해 드리겠습니다. 감사합니다. :) "
아이작~! 내 자산을 부탁해,어플의 느낌이 위트도 있고 보기에도 편합니다 내맘대로 코스터마이징 하는 것도 재미있긴한데 그냥 아지작에게 맞겨두는게 수익률이 좋네요~ 앞으로도 잘 부탁합니다~^^,5,2020-06-17 03:54:08,"안녕하세요, 핀트 고객센터입니다. 저희 Fint 서비스에 관심갖고 이용해 주셔서 감사합니다. 
언제나 모든 고객님들께 건강한 맞춤형 투자 서비스를 제공해드릴 수 있도록 하겠습니다. 
이용 중 문의사항 및 제안의견은 언제든지 당사 고객센터(1644-8880)로 연락 주시기 바랍니다. "
편하게 설정할 수 있는 앱이라 좋아요!,"직업 특성상 오래 시간내기가 힘든데 알아서 관리 해주는 점이 너무 좋은것 같아요. 결과도 매일 포트폴리오로 확인 가능하고, 믿음직한 투자 전문가한테 맡겨놓은 기분이라 든든하네요. 특히 포트폴리오 조절에서 운용레벨, 신흥증시, 매매빈도 등을 조절하면서 투자할수 있다는 점이 최대 장점인것 같아요. 직접 투자를 하면 일일이 신경써야 하는 부분인데 제가 원하는 성향으로 맞춰놓기만 하면 투자에 대한 스트레스도 덜 받아요 ㅋㅋㅋ 아무래도 인공지능이라 같이 봐주는 거 같아요. 똑똑한듯",5,2019-11-07 09:08:27,"안녕하세요, 핀트 고객센터입니다. 저희 핀트 서비스를 믿고 선택 해 주셔서, 이용 후기를 공유 해 주셔서 감사드립니다! 🙇‍♀️ 핀트는 건강한 글로벌 자산배분 투자를 추구하며, 고객님은 언제든지 투자를 핀트에 맏기시고 일상에 더 집중하실 수 있어요! 앞으로도 원하시는 성향과 투자 환경에 맞출 수 있게 개선 하겠습니다. 감사합니다. "
소액투자로 제테크 할 수 있어서 좋네요!,소액투자로 제테크를 하는 게 옛날에는 쉽지 않았는데 지금은 가능하니까 정말 신기했습니다. 앱 깔면서도 믿기지 않았거든요 ㅋㅋ 근데 정말로 되니까 신기해요 ㅎㅎ 앞으로 코로나를 이겨내가면서 제테크도 승승장구 했으면 좋겠네요,5,2020-06-02 05:50:29,"안녕하세요, 핀트 고객센터입니다. 우선 저희 핀트 서비스에 관심갖고 이용해 주셔서 감사합니다. 핀트는 글로벌 자산 배분을 추구하며, 고객님께서 건강한 자산관리 및 투자를 이어가실 수 있게 제공해드리고 있는데요.  앞으로도 고객님의 소중한 자산을 안전하게 운용할 수 있도록 하겠습니다. 감사합니다. :) "
15일째 입니다,"개인적으로 은행이자 밖에 모르는 주린이입니다.
은행이자보다 높기때문에 저는 꾸준히 관찰중입니다.
일주일정도는 떨어질수도 있지만 
미국 대선때문인지는 모르겠지만 그 후로는 쭉쭉 오름세입니다< 저는 만족해요^^ 주린이들에게 추천합니다",5,2020-11-12 12:06:45,"안녕하세요, 핀트 고객센터입니다. 핀트 투자는 ‘글로벌 ETF 자산배분’ 전략을 중심으로, 주식/채권/원자재 등 자산군에 분산투자하게 되는데요. 이러한 전략 특성 상 해당 자산군들의 시장 흐름을 어느 정도 따를 수 밖에 없으며, 단기적인 증시 움직임 등에 영향을 받아 상승/하락을 하게 되나 중장기 대응에 초점을 두고 중장기적으로 꾸준한 수익을 쌓아나가는 것을 목표로 하고 있습니다. 단기적인 수익률에 집중하기 보다는 핀트 투자의 특성을 이해하고 긴 호흡으로 함께해 주시면 감사하겠습니다. 혹시 이용 중 문의사항 및 제안의견은 당사 고객센터(1644-8880)로 연락 주시기 바랍니다. 감사합니다."
편리한 투자,저같은 사람도 재테크 가능하게 해줘서 좋습니다. 저에게는 여타 앱들중 투자가 가장 편리하게 느껴집니다. 수익성은 시간이해결해주리라 믿고 꾸준히 가려합니다.,5,2022-03-28 03:28:05,"안녕하세요, 핀트 입니다. 저희 핀트 서비스를 이용해주시고 좋은 리뷰 및 별점 남겨주셔서 감사드립니다. 핀트는 누구나 투자를 쉽게 느끼고 접근할 수 있도록 앱을 구성하기 위해 고민하였는데요. 이러한 고민을 알아주시는 것 같아 기쁩니다. 핀트는 AI 간편투자를 중심으로 자산을 쌓아가는 개인 금융 플랫폼으로 고객들이 투자에 대해 쉽고 간편하게 느끼며 친근하게 다가갈 수 있는 서비스를 제공하고자 노력하고 있습니다. 핀트 투자는 글로벌 자산 배분에 집중한 중위험-중수익 특성의 투자 서비스로 투자 전략의 특성 상 단기 대응보다는 중장기 대응에 초점을 두고 있으며, 중장기적으로 꾸준한 수익을 쌓아나가는 것을 목표로 하고 있어 장기 투자를 할 수록 좋은 성과를 기대할 수 있습니다. 앞으로도 꾸준한 애용 부탁드리며 핀트도 고객님 기대에 부응하여 좋은 성과로 보답할 수 있도록 노력 하겠습니다. 이용하시는 중 문의사항 및 제안의견은 언제든지 당사 고객센터(1644-8880)로 연락 주시기 바랍니다. 감사합니다."
신기하게 하락장 바로 회복하네요,"어차피 수익에만 수수료나가니까 별로 신경안쓰고 있었는데 얼마전 하락장에 떨어지다가 지금 바로 회복했네요. ㅎㅎ 확실히 안정적으로 투자할 수 있는것 같습니다
감사합니다 ㅎ",5,2021-03-10 07:15:18,"안녕하세요, 핀트 고객센터입니다.  핀트에 애정을 갖고 매일  확인하신다니 정말 뿌듯하네요. 앞으로도 고객님께서 신경쓰지 않아도 잘 운용할 수 있도록 노력하겠습니다. 쭈~~욱 핀트와 함께 건강하게 투자를 공부하시고, 이어가셨으면 좋겠습니다. 감사합니다."
추천!,"처음 시작할땐 스팸이나 사기같은걸까봐 걱정이 많앗는데 지금은 천천히 조금씩 수익 보는 재미에 요즘은 핀트만 들여다보고잇네요 ㅎㅎ
아직 부자는 안됫으니 부자되면 별 다섯개 찍으러 오겟습니다",4,2020-06-03 06:32:42,"안녕하세요, 핀트 고객센터입니다. 먼저, 저희 핀트 서비스를 이용해 주셔서 감사드리며, 앞으로도 꾸준한 애용 부탁드립니다. 기대하시던 운용성과에 만족을 드리고 있다니 기쁩니다. 서비스 이용 중, 궁금하신 사항 혹은 제안 의견 있으신 경우 언제든지 당사 고객센터(1644-8880)로 연락주시기 바랍니다. 감사합니다. :)"
가입 편하고 디자인 좋네요~,"리뷰를 보니 출금 문제가 많은 것 같은데 아직 출금할 일이 없군요~
지속적으로 업데이트 되는것을 보니 운영도 신경을 많이 쓰시고 계시는군요~ 
자주 실행해볼 앱이 될 것 같네요
제돈 잘 관리해 주세요~",5,2019-10-28 01:33:08,"안녕하세요, 핀트 고객센터입니다. 핀트 서비스를 이용해 주시고, 소중한 이용 후기와 별점 감사합니다. 증권사를 통한 출금 과정의 불편함을 이해하고 있어, 12월부터는 핀트 앱 내에서 직접 송금이 가능하도록 준비 중에 있습니다. 고객님께 더욱 건강하고, 편리한 투자 환경을 제공 할 수 있게 노력하겠습니다. 감사합니다! :) "
핀트 최고,"주식거래와 펀드 등 자산운용에있어서 초보자분들이 이용하기에 아주 적합한것같습니다. 모의투자 종료후 직접투자로 전환한 첫 달인데요, 소액으로도 이용가능하고 무엇보다 수수료가 다른 투자대행보다 훨씬 저렴해서 좋은것 같습니다 ㅎㅎ 저같은경우는 대학생이지만 졸업할때 목돈 만들고 싶어서 적금 이외에 20만원씩 추가로 이용할 계획인데요, 수익이 많이 나면 더 좋고 아니더라도 AI가 손실률을 최소화 시키기위해 노력하는 모습이 보여서 장기투자하기에 적합한것 같습니다. 앞으로 더욱 번창하는 FINT가 되었으면 좋겠습니다.",5,2020-06-10 04:26:45,"안녕하세요, 핀트 고객센터입니다. 먼저, 저희 Fint 서비스에 관심갖고 이용해 주셔서 감사합니다. 정성스러운 리뷰 남겨주셔서 감사드립니다. 핀트는 누구나 건강한 투자를 쉽게 할 수 있도록 편리한 금융 서비스를 제공해드리고 있습니다. 남겨주신 내용처럼, 글로벌 자산배분을 하는 핀트 투자는 단기 보다는 중장기 호흡으로 길게 바라봐 주시기를 권장드립니다. 

앞으로도 꾸준하고 건강한 투자 생활 이어나가시길 바라며, 이용 중 문의사항 및 제안의견은 언제든지 당사 고객센터(1644-8880)로 연락주시기 바랍니다. "
Very Good,"일단, 그래프 눈 빠지게 안 볼 수 있어서 정말 좋습니다. 인공지능한테 맡긴다는 것이 부담되시는 분들도 있을텐데 자신의 투자성향을 맞춰서 편하게 할 수 있어요 (리스크 싫어하신다면 투자금 80%정도 채권이나 현금으로 설정할 수 있습니다) 문제만 없으면 계속 꾸준히 돈 넣으면서 할 거 같네요! 정말 좋은 어플이랑 서비스 감사합니다!!",5,2020-01-10 05:30:27,"안녕하세요, 핀트 고객센터입니다. 우선, 저희 핀트 서비스를 애용 해 주셔서, 이용 후기를 공유 주셔서 감사합니다. 😊 핀트는 고객님들의 투자성향을 바탕으로 건강한 투자를 추구합니다. 핀트 서비스 방향에 긍정적인 응원의 말씀도 주셔서 감사합니다. 앞으로도 많은 이용 부탁드려요! "
즐겁고 신나는 투자,"알아서 섹터 조절하서 투자해주어서
지난  엄청난  하락장에서도 큰손실없었고  회복하는중  대단합니다  핀트
1억 만들기  도전~~",5,2022-04-04 03:12:04,"안녕하세요, 핀트 입니다. 저희 핀트 서비스를 이용해주시고 좋은 별점 남겨주셔서 감사드립니다. 핀트 투자는 직접 투자 시 느낄 수 있는 여러 허들(물리적, 심리적 제약) 없이 투자에 대해 모르는 고객들도 손쉽게 글로벌 분산투자를 할 수 있도록 돕고 있는데요, 핀트 AI에 의해 고객별 투자성향에 따른 맞춤형 포트폴리오를 제공하고 자산재조정(리밸런싱)도 자동으로 진행되어 신경쓰거나 관리할 필요가 없다는 장점이 있습니다. 최근 미국 연준의 조기 긴축 및 러시아 - 우크라이나 사태 등 지정학적 리스크로 증시가 좋지 못해 시장 추종이 기본인 핀트의 수익률 역시 좋지 못 한데요. 포트폴리오 구성의 안정성에 최대한 집중하며 데이터를 통해 마켓타이밍과 종목에 대한 선택과 집중을 동적으로 대응하여 시장 상황에 맞게 적절한 자산재조정 등을 통해 연초 이후 주요 지수의 하락 대비 방어하며 운용되고 있습니다. 글로벌 자산배분 투자는 투자 기간이 길어질수록 손실 확률도 낮아지게 됩니다. 중장기적으로 꾸준한 수익을 쌓아나가고자 하는 만큼 조금 더 긴 안목으로 핀트를 믿고 함께해 주시길 부탁드립니다. 핀트도 고객님 기대에 부응하여 좋은 성과로 보답할 수 있도록 노력 하겠습니다. 감사합니다."
꾸준히 오르고 있어요!,사용한지 302일 만에 리뷰를 남깁니다. 투자 초반에는 미미하게 올라서 잘 몰랐으나(단타 치다가 핀트를 하게 되어서 단타의 수익률을 기대 했었…) 거의 1년이 다 되가는 지금은 매우 만족합니다. 일주일에 5만원씩 적금 넣듯이 넣고 있는데 폭락장에도 평타를(4-5%수익) 유지하고 장이 좋을땐 더 오르기도 하면서 좋은 투자 방식이라고 느끼고 있습니다. 밤낮 주식차트와 유투브 투자 고수들 이야기로 지쳤었는데 핀트에 맡기길 잘 했네요.,5,2021-09-23 10:03:06,"안녕하세요, 핀트 고객센터입니다. 우선, 저희 핀트 서비스를 믿고 꾸준히 이용해 주셔서 감사합니다. 핀트는 '자산을 쌓아가는 생활 속 투자' 라는 슬로건 아래 쉽고 간편한 투자를 제공하고자 하는데요. 글로벌 자산배분을 추구하며, 중장기적으로 포트폴리오를 구성하여 운용하는 특성 상 중장기적으로 꾸준한 수익을 쌓아나가는 것을 목표로 하고 있습니다. 투자는 핀트에 맡기고 일상생활을 즐기시기 바라고요. 고객님 성원에 좋은 성과로 보답할 수 있도록 더욱 노력 하겠습니다. 감사합니다."
오랜만에 들어왔다가...,"수익률 보고 기분좋네요 ㅋㅋㅋ
그냥 통장에 있는돈 여기에 조금 넣어놓고
비자금? 만드는 느낌이에요 ㅋㅋㅋㅋ
투자에 대해 1도 모르는 저 같은 분.... 
추천합니데이~~~💛",5,2020-06-02 09:38:33,"안녕하세요, 핀트 고객센터입니다. 저희 핀트 서비스를 이용해 주셔서 감사합니다.앞으로도 고객님의 건강한 비자금 생성에 꾸준히 노력하도록 하겠습니다! 이용 중, 궁금하신 사항 혹은 제안의견 있으시면 당사 고객센터(1644-8880)로 연락 주시기 바랍니다. 감사합니다. :) "
주린이 펀린이들 모여랏,저는 주식+펀드에 대해 이제막 알아가고 공부하고 있는 주린이+펀린이랍니다~ㅎㅎㅎ 30세돼서야 시작해보는 첫 도전!!! 좋은 어플 만난것 같아 감사해요 :) ㅎㅎㅎ,5,2021-02-05 02:58:13,"안녕하세요. 핀트 고객센터 입니다. 좋은 리뷰에 감사 드립니다. 핀트 투자는 직접 투자 시 느낄 수 있는 여러 허들(물리적, 심리적 제약) 없이 투자에 대해 모르는 고객들도 손쉽게 글로벌 분산투자를 할 수 있도록 돕고 있는데요, 인공지능 아이작에 의해 고객별 투자성향에 따른 맞춤형 포트폴리오를 제공하고 자산재조정(리밸런싱)도 자동으로 진행되어 신경쓰거나 관리할 필요가 없다는 장점이 있습니다. 앞으로도 핀트와 함께 성공투자 이어나가시길 바라겠습니다. 감사합니다."
기계가 하니까 더 안심..,"오히려 사람보다 기계가 투자하니까 더 안심되네요
첨에 의심스러웠는데 150만원 이상 꾸준히
투자하니까 수익이 생기고있습니다
만족스러워요!",5,2020-11-08 23:43:14,"안녕하세요, 핀트 고객센터입니다. 핀트 서비스를 믿고 꾸준히 투자를 해주셔서 감사합니다. 핀트는 국내 최초의 로보어드바이저 모바일 간편투자 서비스로, 직접 투자 시 느낄 수 있는 여러 허들(물리적, 심리적 제약) 없이 고객님들이 손쉽게 글로벌 분산투자를 할 수 있도록 제공되는 투자 서비스 입니다. 지금처럼 핀트와 함께 하시면서 건강한 투자습관도 기르고 만족스러운 성과도 받으시길 바라겠습니다. 감사합니다. "
